UF,cod.UF,cod Municipio,Nome do municipio,População estimada,PIB per capita,PIB TOTAL (em R$ mi),Atividade econômica,Ranking PIB per capita,Ranking PIB Total
RN,24,2413706,Sítio Novo,5433,7604,42034,"Administração, defesa, educação e saúde públicas e seguridade social",4887,5141
RN,24,2413805,Taboleiro Grande,2518,9772,25076,"Administração, defesa, educação e saúde públicas e seguridade social",4091,5514
RN,24,2413904,Taipu,12366,9717,120761,"Administração, defesa, educação e saúde públicas e seguridade social",4108,3455
RN,24,2414001,Tangará,15529,8656,137340,"Administração, defesa, educação e saúde públicas e seguridade social",4458,3233
RN,24,2414100,Tenente Ananias,10646,7691,83171,"Administração, defesa, educação e saúde públicas e seguridade social",4844,4087
RN,24,2414159,Tenente Laurentino Cruz,5757,15910,94061,"Administração, defesa, educação e saúde públicas e seguridade social",2895,3875
RN,24,2411056,Tibau,4019,19498,79943,"Administração, defesa, educação e saúde públicas e seguridade social",2364,4166
RN,24,2414209,Tibau do Sul,13316,21964,305193,Demais serviços,2014,1903
RN,24,2414308,Timbaúba dos Batistas,2418,12313,30007,"Administração, defesa, educação e saúde públicas e seguridade social",3500,5445
RN,24,2414407,Touros,33506,19872,676501,"Administração, defesa, educação e saúde públicas e seguridade social",2300,1048
RN,24,2414456,Triunfo Potiguar,3366,12358,41114,"Administração, defesa, educação e saúde públicas e seguridade social",3497,5165
RN,24,2414506,Umarizal,10835,12011,129492,"Administração, defesa, educação e saúde públicas e seguridade social",3539,3338
RN,24,2414605,Upanema,14282,9719,141978,"Administração, defesa, educação e saúde públicas e seguridade social",4106,3159
RN,24,2414704,Várzea,5512,7528,41812,"Administração, defesa, educação e saúde públicas e seguridade social",4918,5149
RN,24,2414753,Venha-Ver,4121,8516,35657,"Administração, defesa, educação e saúde públicas e seguridade social",4514,5310
RN,24,2414803,Vera Cruz,12016,8628,106732,"Administração, defesa, educação e saúde públicas e seguridade social",4469,3660
RN,24,2414902,Viçosa,1714,9110,15769,"Administração, defesa, educação e saúde públicas e seguridade social",4280,5568
RN,24,2415008,Vila Flor,3116,11626,36888,"Administração, defesa, educação e saúde públicas e seguridade social",3628,5278
PB,25,2500106,Água Branca,10083,7528,77220,"Administração, defesa, educação e saúde públicas e seguridade social",4919,4226
PB,25,2500205,Aguiar,5573,8521,47393,"Administração, defesa, educação e saúde públicas e seguridade social",4509,4980
PB,25,2500304,Alagoa Grande,28646,9333,266609,"Administração, defesa, educação e saúde públicas e seguridade social",4221,2088
PB,25,2500403,Alagoa Nova,20500,10920,225932,"Administração, defesa, educação e saúde públicas e seguridade social",3790,2341
PB,25,2500502,Alagoinha,14284,7517,108719,"Administração, defesa, educação e saúde públicas e seguridade social",4925,3623
PB,25,2500536,Alcantil,5451,7693,42305,"Administração, defesa, educação e saúde públicas e seguridade social",4841,5128
PB,25,2500577,Algodão de Jandaíra,2475,10364,25920,"Administração, defesa, educação e saúde públicas e seguridade social",3941,5503
PB,25,2500601,Alhandra,19238,56636,1108878,Comércio e reparação de veículos automotores e motocicletas,228,696
PB,25,2500734,Amparo,2212,10861,24393,"Administração, defesa, educação e saúde públicas e seguridade social",3805,5518
PB,25,2500775,Aparecida,8263,8567,72217,"Administração, defesa, educação e saúde públicas e seguridade social",4491,4331
PB,25,2500809,Araçagi,17122,9856,167590,"Administração, defesa, educação e saúde públicas e seguridade social",4075,2869
PB,25,2500908,Arara,13355,7300,98832,"Administração, defesa, educação e saúde públicas e seguridade social",5039,3792
PB,25,2501005,Araruna,20051,8105,165488,"Administração, defesa, educação e saúde públicas e seguridade social",4658,2899
PB,25,2501104,Areia,23110,10217,232697,"Administração, defesa, educação e saúde públicas e seguridade social",3980,2294
PB,25,2501153,Areia de Baraúnas,1880,8785,18678,"Administração, defesa, educação e saúde públicas e seguridade social",4393,5561
PB,25,2501203,Areial,6900,7463,52057,"Administração, defesa, educação e saúde públicas e seguridade social",4953,4825
PB,25,2501302,Aroeiras,19204,7371,141193,"Administração, defesa, educação e saúde públicas e seguridade social",4999,3170
PB,25,2501351,Assunção,3830,9428,36965,"Administração, defesa, educação e saúde públicas e seguridade social",4191,5276
PB,25,2501401,Baía da Traição,8826,8799,79805,"Administração, defesa, educação e saúde públicas e seguridade social",4389,4167
PB,25,2501500,Bananeiras,21235,10987,232447,"Administração, defesa, educação e saúde públicas e seguridade social",3767,2296
PB,25,2501534,Baraúna,4758,8224,40502,"Administração, defesa, educação e saúde públicas e seguridade social",4616,5179
PB,25,2501609,Barra de Santa Rosa,15145,8271,127542,"Administração, defesa, educação e saúde públicas e seguridade social",4604,3356
PB,25,2501575,Barra de Santana,8249,7697,63430,"Administração, defesa, educação e saúde públicas e seguridade social",4839,4535
PB,25,2501708,Barra de São Miguel,5905,7788,46565,"Administração, defesa, educação e saúde públicas e seguridade social",4798,5005
PB,25,2501807,Bayeux,96140,13975,1355756,Demais serviços,3208,606
PB,25,2501906,Belém,17594,9641,170510,"Administração, defesa, educação e saúde públicas e seguridade social",4132,2844
PB,25,2502003,Belém do Brejo do Cruz,7320,8782,64523,"Administração, defesa, educação e saúde públicas e seguridade social",4396,4511
PB,25,2502052,Bernardino Batista,3356,9195,31614,"Administração, defesa, educação e saúde públicas e seguridade social",4253,5414
PB,25,2502102,Boa Ventura,5473,7835,41912,"Administração, defesa, educação e saúde públicas e seguridade social",4775,5147
PB,25,2502151,Boa Vista,6884,17903,126809,"Administração, defesa, educação e saúde públicas e seguridade social",2584,3367
PB,25,2502201,Bom Jesus,2532,10209,26206,"Administração, defesa, educação e saúde públicas e seguridade social",3982,5496
PB,25,2502300,Bom Sucesso,5007,8343,41482,"Administração, defesa, educação e saúde públicas e seguridade social",4580,5155
PB,25,2502409,Bonito de Santa Fé,11684,7958,95007,"Administração, defesa, educação e saúde públicas e seguridade social",4724,3862
PB,25,2502508,Boqueirão,17670,10380,185208,"Administração, defesa, educação e saúde públicas e seguridade social",3937,2692
PB,25,2502706,Borborema,5366,11445,62145,"Administração, defesa, educação e saúde públicas e seguridade social",3662,4566
PB,25,2502805,Brejo do Cruz,13900,8668,122273,"Administração, defesa, educação e saúde públicas e seguridade social",4452,3437
PB,25,2502904,Brejo dos Santos,6413,8000,51654,"Administração, defesa, educação e saúde públicas e seguridade social",4710,4837
PB,25,2503001,Caaporã,21555,14725,322068,"Administração, defesa, educação e saúde públicas e seguridade social",3087,1817
PB,25,2503100,Cabaceiras,5449,8668,48283,"Administração, defesa, educação e saúde públicas e seguridade social",4451,4950
PB,25,2503209,Cabedelo,65634,42556,2895223,Comércio e reparação de veículos automotores e motocicletas,518,318
PB,25,2503308,Cachoeira dos Índios,10114,10664,109469,"Administração, defesa, educação e saúde públicas e seguridade social",3858,3612
PB,25,2503407,Cacimba de Areia,3713,8832,33111,"Administração, defesa, educação e saúde públicas e seguridade social",4379,5373
PB,25,2503506,Cacimba de Dentro,17149,7221,123889,"Administração, defesa, educação e saúde públicas e seguridade social",5065,3401
PB,25,2503555,Cacimbas,7112,6588,47318,"Administração, defesa, educação e saúde públicas e seguridade social",5323,4983
PB,25,2503605,Caiçara,7293,8146,59331,"Administração, defesa, educação e saúde públicas e seguridade social",4640,4640
PB,25,2503704,Cajazeiras,61431,17624,1095981,Demais serviços,2619,703
PB,25,2503753,Cajazeirinhas,3165,9530,30468,"Administração, defesa, educação e saúde públicas e seguridade social",4168,5440
PB,25,2503803,Caldas Brandão,5945,10948,65962,"Administração, defesa, educação e saúde públicas e seguridade social",3780,4481
PB,25,2503902,Camalaú,5971,9864,59382,"Administração, defesa, educação e saúde públicas e seguridade social",4071,4637
PB,25,2504009,Campina Grande,405072,21077,8648690,Demais serviços,2131,119
PB,25,2504033,Capim,6326,9164,60045,"Administração, defesa, educação e saúde públicas e seguridade social",4262,4622
PB,25,2504074,Caraúbas,4115,8317,34692,"Administração, defesa, educação e saúde públicas e seguridade social",4589,5337
PB,25,2504108,Carrapateira,2601,9591,25579,"Administração, defesa, educação e saúde públicas e seguridade social",4148,5507
PB,25,2504157,Casserengue,7394,7931,59294,"Administração, defesa, educação e saúde públicas e seguridade social",4741,4641
PB,25,2504207,Catingueira,4920,8151,40216,"Administração, defesa, educação e saúde públicas e seguridade social",4639,5184
PB,25,2504306,Catolé do Rocha,30179,12446,380016,"Administração, defesa, educação e saúde públicas e seguridade social",3478,1616
PB,25,2504355,Caturité,4779,11729,56757,"Administração, defesa, educação e saúde públicas e seguridade social",3606,4709
PB,25,2504405,Conceição,18860,8505,161111,"Administração, defesa, educação e saúde públicas e seguridade social",4522,2934
PB,25,2504504,Condado,6733,8512,57479,"Administração, defesa, educação e saúde públicas e seguridade social",4518,4689
PB,25,2504603,Conde,23975,25678,636030,Demais serviços,1547,1106
PB,25,2504702,Congo,4780,10543,50491,"Administração, defesa, educação e saúde públicas e seguridade social",3887,4866
PB,25,2504801,Coremas,15409,9146,141090,"Administração, defesa, educação e saúde públicas e seguridade social",4270,3174
PB,25,2504850,Coxixola,1892,9969,19190,"Administração, defesa, educação e saúde públicas e seguridade social",4039,5557
PB,25,2504900,Cruz do Espírito Santo,17212,7266,127576,"Administração, defesa, educação e saúde públicas e seguridade social",5050,3355
PB,25,2505006,Cubati,7193,8141,59221,"Administração, defesa, educação e saúde públicas e seguridade social",4643,4642
PB,25,2505105,Cuité,20325,9374,190736,"Administração, defesa, educação e saúde públicas e seguridade social",4207,2638
PB,25,2505238,Cuité de Mamanguape,6340,8691,55256,"Administração, defesa, educação e saúde públicas e seguridade social",4440,4736
PB,25,2505204,Cuitegi,6841,8378,56890,"Administração, defesa, educação e saúde públicas e seguridade social",4568,4703
PB,25,2505279,Curral de Cima,5245,9023,47210,"Administração, defesa, educação e saúde públicas e seguridade social",4315,4990
PB,25,2505303,Curral Velho,2523,7937,19978,"Administração, defesa, educação e saúde públicas e seguridade social",4738,5553
PB,25,2505352,Damião,5246,7826,41814,"Administração, defesa, educação e saúde públicas e seguridade social",4779,5148
PB,25,2505402,Desterro,8253,7117,59116,"Administração, defesa, educação e saúde públicas e seguridade social",5107,4645
PB,25,2505600,Diamante,6591,8133,53268,"Administração, defesa, educação e saúde públicas e seguridade social",4646,4798
PB,25,2505709,Dona Inês,10456,7826,81254,"Administração, defesa, educação e saúde públicas e seguridade social",4780,4137
PB,25,2505808,Duas Estradas,3618,10481,37669,"Administração, defesa, educação e saúde públicas e seguridade social",3906,5260
PB,25,2505907,Emas,3485,9073,32011,"Administração, defesa, educação e saúde públicas e seguridade social",4299,5403
PB,25,2506004,Esperança,32785,12265,408020,"Administração, defesa, educação e saúde públicas e seguridade social",3509,1546
PB,25,2506103,Fagundes,11378,7732,87469,"Administração, defesa, educação e saúde públicas e seguridade social",4823,4006
PB,25,2506202,Frei Martinho,2986,8884,26563,"Administração, defesa, educação e saúde públicas e seguridade social",4365,5495
PB,25,2506251,Gado Bravo,8450,7690,64867,"Administração, defesa, educação e saúde públicas e seguridade social",4846,4502
PB,25,2506301,Guarabira,58162,16087,947205,Demais serviços,2867,792
PB,25,2506400,Gurinhém,14117,9544,134899,"Administração, defesa, educação e saúde públicas e seguridade social",4162,3267
PB,25,2506509,Gurjão,3376,8887,30537,"Administração, defesa, educação e saúde públicas e seguridade social",4363,5438
PB,25,2506608,Ibiara,5974,8001,47407,"Administração, defesa, educação e saúde públicas e seguridade social",4708,4979
PB,25,2502607,Igaracy,6191,8295,51203,"Administração, defesa, educação e saúde públicas e seguridade social",4594,4851
PB,25,2506707,Imaculada,11749,6382,75524,"Administração, defesa, educação e saúde públicas e seguridade social",5383,4269
PB,25,2506806,Ingá,18042,8588,155981,"Administração, defesa, educação e saúde públicas e seguridade social",4484,2996
PB,25,2506905,Itabaiana,24565,11181,273652,"Administração, defesa, educação e saúde públicas e seguridade social",3716,2044
PB,25,2507002,Itaporanga,24499,11025,273881,"Administração, defesa, educação e saúde públicas e seguridade social",3754,2041
PB,25,2507101,Itapororoca,18332,9203,172230,"Administração, defesa, educação e saúde públicas e seguridade social",4250,2827
PB,25,2507200,Itatuba,10739,9684,105319,"Administração, defesa, educação e saúde públicas e seguridade social",4121,3676
PB,25,2507309,Jacaraú,14316,8411,120938,"Administração, defesa, educação e saúde públicas e seguridade social",4555,3448
PB,25,2507408,Jericó,7717,8088,62621,"Administração, defesa, educação e saúde públicas e seguridade social",4663,4554
PB,25,2507507,João Pessoa,791438,24320,19737917,Demais serviços,1701,43
PB,25,2513653,Joca Claudino,2680,9921,26687,"Administração, defesa, educação e saúde públicas e seguridade social",4052,5494
PB,25,2507606,Juarez Távora,7850,7936,63092,"Administração, defesa, educação e saúde públicas e seguridade social",4740,4540
PB,25,2507705,Juazeirinho,17902,8474,154332,"Administração, defesa, educação e saúde públicas e seguridade social",4535,3017
PB,25,2507804,Junco do Seridó,7054,9097,65184,"Administração, defesa, educação e saúde públicas e seguridade social",4289,4494
PB,25,2507903,Juripiranga,10669,9263,99765,"Administração, defesa, educação e saúde públicas e seguridade social",4239,3771
PB,25,2508000,Juru,9892,7500,74007,"Administração, defesa, educação e saúde públicas e seguridade social",4929,4296
PB,25,2508109,Lagoa,4687,8099,37791,"Administração, defesa, educação e saúde públicas e seguridade social",4660,5256
PB,25,2508208,Lagoa de Dentro,7619,9338,71621,"Administração, defesa, educação e saúde públicas e seguridade social",4217,4349
PB,25,2508307,Lagoa Seca,27247,9418,259406,"Administração, defesa, educação e saúde públicas e seguridade social",4195,2137
PB,25,2508406,Lastro,2765,9571,26081,"Administração, defesa, educação e saúde públicas e seguridade social",4154,5498
PB,25,2508505,Livramento,7355,7750,57242,"Administração, defesa, educação e saúde públicas e seguridade social",4816,4694
PB,25,2508554,Logradouro,4254,8632,37488,"Administração, defesa, educação e saúde públicas e seguridade social",4465,5266
PB,25,2508604,Lucena,12804,14302,187658,"Administração, defesa, educação e saúde públicas e seguridade social",3155,2668
PB,25,2508703,Mãe d'Água,4026,7856,31494,"Administração, defesa, educação e saúde públicas e seguridade social",4766,5416
PB,25,2508802,Malta,5672,8755,49595,"Administração, defesa, educação e saúde públicas e seguridade social",4410,4893
PB,25,2508901,Mamanguape,44369,13890,625132,"Administração, defesa, educação e saúde públicas e seguridade social",3227,1117
PB,25,2509008,Manaíra,11066,6513,72420,"Administração, defesa, educação e saúde públicas e seguridade social",5343,4325
PB,25,2509057,Marcação,8361,8428,72367,"Administração, defesa, educação e saúde públicas e seguridade social",4550,4327
PB,25,2509107,Mari,21755,8747,191168,"Administração, defesa, educação e saúde públicas e seguridade social",4413,2633
PB,25,2509156,Marizópolis,6522,9275,61342,"Administração, defesa, educação e saúde públicas e seguridade social",4236,4588
PB,25,2509206,Massaranduba,13654,7370,102103,"Administração, defesa, educação e saúde públicas e seguridade social",5001,3730
PB,25,2509305,Mataraca,8219,21873,185173,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",2026,2694
PB,25,2509339,Matinhas,4497,9188,41686,"Administração, defesa, educação e saúde públicas e seguridade social",4255,5153
PB,25,2509370,Mato Grosso,2869,8749,25503,"Administração, defesa, educação e saúde públicas e seguridade social",4412,5508
PB,25,2509396,Maturéia,6441,7668,50511,"Administração, defesa, educação e saúde públicas e seguridade social",4855,4863
PB,25,2509404,Mogeiro,13317,9783,129980,"Administração, defesa, educação e saúde públicas e seguridade social",4089,3333
PB,25,2509503,Montadas,5528,10794,61427,"Administração, defesa, educação e saúde públicas e seguridade social",3826,4586
PB,25,2509602,Monte Horebe,4759,7644,36881,"Administração, defesa, educação e saúde públicas e seguridade social",4870,5279
PB,25,2509701,Monteiro,32774,14894,495886,Demais serviços,3054,1332
PB,25,2509800,Mulungu,9840,7753,76928,"Administração, defesa, educação e saúde públicas e seguridade social",4814,4235
PB,25,2509909,Natuba,10450,7726,80816,"Administração, defesa, educação e saúde públicas e seguridade social",4825,4147
PB,25,2510006,Nazarezinho,7318,7885,57528,"Administração, defesa, educação e saúde públicas e seguridade social",4754,4687
PB,25,2510105,Nova Floresta,10650,7792,82900,"Administração, defesa, educação e saúde públicas e seguridade social",4795,4090
PB,25,2510204,Nova Olinda,5999,8068,47955,"Administração, defesa, educação e saúde públicas e seguridade social",4673,4961
PB,25,2510303,Nova Palmeira,4784,8027,39415,"Administração, defesa, educação e saúde públicas e seguridade social",4694,5209
PB,25,2510402,Olho d'Água,6646,8701,56661,"Administração, defesa, educação e saúde públicas e seguridade social",4436,4713
PB,25,2510501,Olivedos,3880,8914,35220,"Administração, defesa, educação e saúde públicas e seguridade social",4353,5321
PB,25,2510600,Ouro Velho,3023,10260,31211,"Administração, defesa, educação e saúde públicas e seguridade social",3971,5425
PB,25,2510659,Parari,1795,10523,18615,"Administração, defesa, educação e saúde públicas e seguridade social",3893,5562
PB,25,2510709,Passagem,2383,10041,24339,"Administração, defesa, educação e saúde públicas e seguridade social",4019,5519
PB,25,2510808,Patos,106314,15883,1711982,Demais serviços,2901,494
PB,25,2510907,Paulista,12216,9715,119566,"Administração, defesa, educação e saúde públicas e seguridade social",4110,3473
PB,25,2511004,Pedra Branca,3796,8547,32503,"Administração, defesa, educação e saúde públicas e seguridade social",4501,5389
PB,25,2511103,Pedra Lavrada,7982,8474,68823,"Administração, defesa, educação e saúde públicas e seguridade social",4536,4409
PB,25,2511202,Pedras de Fogo,28286,14925,425345,"Administração, defesa, educação e saúde públicas e seguridade social",3050,1494
PB,25,2512721,Pedro Régis,6034,7680,46842,"Administração, defesa, educação e saúde públicas e seguridade social",4848,5003
PB,25,2511301,Piancó,15985,11160,179581,"Administração, defesa, educação e saúde públicas e seguridade social",3722,2762
PB,25,2511400,Picuí,18670,9421,176527,"Administração, defesa, educação e saúde públicas e seguridade social",4193,2786
PB,25,2511509,Pilar,11786,7782,92899,"Administração, defesa, educação e saúde públicas e seguridade social",4800,3897
PB,25,2511608,Pilões,6728,13231,87417,"Administração, defesa, educação e saúde públicas e seguridade social",3347,4007
PB,25,2511707,Pilõezinhos,5118,8597,43675,"Administração, defesa, educação e saúde públicas e seguridade social",4477,5090
PB,25,2511806,Pirpirituba,10555,8033,85034,"Administração, defesa, educação e saúde públicas e seguridade social",4692,4048
PB,25,2511905,Pitimbu,18685,13770,264136,"Administração, defesa, educação e saúde públicas e seguridade social",3247,2101
PB,25,2512002,Pocinhos,18272,12548,233668,"Administração, defesa, educação e saúde públicas e seguridade social",3460,2289
PB,25,2512036,Poço Dantas,3778,8874,33453,"Administração, defesa, educação e saúde públicas e seguridade social",4371,5364
PB,25,2512077,Poço de José de Moura,4245,9408,40622,"Administração, defesa, educação e saúde públicas e seguridade social",4198,5176
PB,25,2512101,Pombal,32712,11636,381253,"Administração, defesa, educação e saúde públicas e seguridade social",3626,1611
PB,25,2512200,Prata,4109,11771,49192,"Administração, defesa, educação e saúde públicas e seguridade social",3596,4906
PB,25,2512309,Princesa Isabel,22995,9065,212921,"Administração, defesa, educação e saúde públicas e seguridade social",4302,2453
PB,25,2512408,Puxinanã,13557,7096,97323,"Administração, defesa, educação e saúde públicas e seguridade social",5117,3818
PB,25,2512507,Queimadas,43667,10531,465617,"Administração, defesa, educação e saúde públicas e seguridade social",3892,1400
PB,25,2512606,Quixabá,1901,11381,22353,"Administração, defesa, educação e saúde públicas e seguridade social",3672,5537
PB,25,2512705,Remígio,19149,8630,168968,"Administração, defesa, educação e saúde públicas e seguridade social",4468,2856
PB,25,2512747,Riachão,3531,8563,30886,"Administração, defesa, educação e saúde públicas e seguridade social",4492,5432
PB,25,2512754,Riachão do Bacamarte,4476,9044,40960,"Administração, defesa, educação e saúde públicas e seguridade social",4308,5168
PB,25,2512762,Riachão do Poço,4442,9706,43860,"Administração, defesa, educação e saúde públicas e seguridade social",4111,5084
PB,25,2512788,Riacho de Santo Antônio,1923,10929,21694,"Administração, defesa, educação e saúde públicas e seguridade social",3786,5545
PB,25,2512804,Riacho dos Cavalos,8563,8190,70506,"Administração, defesa, educação e saúde públicas e seguridade social",4631,4371
PB,25,2512903,Rio Tinto,24023,9877,238563,"Administração, defesa, educação e saúde públicas e seguridade social",4067,2265
PB,25,2513000,Salgadinho,3871,6392,25439,"Administração, defesa, educação e saúde públicas e seguridade social",5379,5511
PB,25,2513109,Salgado de São Félix,12144,9182,111514,"Administração, defesa, educação e saúde públicas e seguridade social",4256,3578
PB,25,2513158,Santa Cecília,6583,8088,53031,"Administração, defesa, educação e saúde públicas e seguridade social",4664,4803
PB,25,2513208,Santa Cruz,6579,8412,55392,"Administração, defesa, educação e saúde públicas e seguridade social",4554,4733
PB,25,2513307,Santa Helena,5917,8391,49396,"Administração, defesa, educação e saúde públicas e seguridade social",4563,4901
PB,25,2513356,Santa Inês,3594,8084,29071,"Administração, defesa, educação e saúde públicas e seguridade social",4665,5458
PB,25,2513406,Santa Luzia,15278,12879,198354,"Administração, defesa, educação e saúde públicas e seguridade social",3413,2567
PB,25,2513703,Santa Rita,134940,16239,2222359,"Administração, defesa, educação e saúde públicas e seguridade social",2843,397
PB,25,2513802,Santa Teresinha,4592,9757,44621,"Administração, defesa, educação e saúde públicas e seguridade social",4096,5056
PB,25,2513505,Santana de Mangueira,5223,7782,40148,"Administração, defesa, educação e saúde públicas e seguridade social",4799,5187
PB,25,2513604,Santana dos Garrotes,7113,7633,53615,"Administração, defesa, educação e saúde públicas e seguridade social",4877,4785
PB,25,2513851,Santo André,2541,9592,24161,"Administração, defesa, educação e saúde públicas e seguridade social",4147,5523
PB,25,2513927,São Bentinho,4451,8875,40294,"Administração, defesa, educação e saúde públicas e seguridade social",4369,5182
PB,25,2513901,São Bento,33464,12443,425736,"Administração, defesa, educação e saúde públicas e seguridade social",3479,1493
PB,25,2513968,São Domingos de Pombal,3061,9022,28149,"Administração, defesa, educação e saúde públicas e seguridade social",4316,5469
PB,25,2513943,São Domingos do Cariri,2563,9141,23775,"Administração, defesa, educação e saúde públicas e seguridade social",4272,5526
PB,25,2513984,São Francisco,3375,9504,31962,"Administração, defesa, educação e saúde públicas e seguridade social",4174,5405
PB,25,2514008,São João do Cariri,4323,9975,42852,"Administração, defesa, educação e saúde públicas e seguridade social",4038,5113
PB,25,2500700,São João do Rio do Peixe,17929,9573,171740,"Administração, defesa, educação e saúde públicas e seguridade social",4153,2832
PB,25,2514107,São João do Tigre,4432,7693,34027,"Administração, defesa, educação e saúde públicas e seguridade social",4842,5350
PB,25,2514206,São José da Lagoa Tapada,7677,7526,57794,"Administração, defesa, educação e saúde públicas e seguridade social",4920,4682
PB,25,2514305,São José de Caiana,6231,7370,46278,"Administração, defesa, educação e saúde públicas e seguridade social",5002,5013
PB,25,2514404,São José de Espinharas,4684,10464,48503,"Administração, defesa, educação e saúde públicas e seguridade social",3912,4939
PB,25,2514503,São José de Piranhas,19956,8726,175935,"Administração, defesa, educação e saúde públicas e seguridade social",4423,2792
PB,25,2514552,São José de Princesa,3955,7575,29102,"Administração, defesa, educação e saúde públicas e seguridade social",4901,5456
PB,25,2514602,São José do Bonfim,3492,7663,27325,"Administração, defesa, educação e saúde públicas e seguridade social",4862,5481
PB,25,2514651,São José do Brejo do Cruz,1780,12740,23009,"Administração, defesa, educação e saúde públicas e seguridade social",3433,5530
PB,25,2514701,São José do Sabugi,4124,14332,59406,"Administração, defesa, educação e saúde públicas e seguridade social",3148,4636
PB,25,2514800,São José dos Cordeiros,3729,7713,28622,"Administração, defesa, educação e saúde públicas e seguridade social",4833,5465
PB,25,2514453,São José dos Ramos,5870,7872,46985,"Administração, defesa, educação e saúde públicas e seguridade social",4760,5000
PB,25,2514909,São Mamede,7756,8970,69261,"Administração, defesa, educação e saúde públicas e seguridade social",4332,4392
PB,25,2515005,São Miguel de Taipu,7079,8687,62373,"Administração, defesa, educação e saúde públicas e seguridade social",4443,4562
PB,25,2515104,São Sebastião de Lagoa de Roça,11677,7314,86629,"Administração, defesa, educação e saúde públicas e seguridade social",5030,4019
PB,25,2515203,São Sebastião do Umbuzeiro,3440,8878,31037,"Administração, defesa, educação e saúde públicas e seguridade social",4366,5428
PB,25,2515302,Sapé,52218,10055,529881,"Administração, defesa, educação e saúde públicas e seguridade social",4015,1262
PB,25,2515401,Seridó,10900,6147,68137,"Administração, defesa, educação e saúde públicas e seguridade social",5435,4430
PB,25,2515500,Serra Branca,13564,8591,117761,"Administração, defesa, educação e saúde públicas e seguridade social",4481,3501
PB,25,2515609,Serra da Raiz,3154,10089,31487,"Administração, defesa, educação e saúde públicas e seguridade social",4004,5417
PB,25,2515708,Serra Grande,3078,15598,48355,"Produção florestal, pesca e aquicultura",2950,4948
PB,25,2515807,Serra Redonda,7053,8500,59667,"Administração, defesa, educação e saúde públicas e seguridade social",4525,4630
PB,25,2515906,Serraria,6153,9666,58898,"Administração, defesa, educação e saúde públicas e seguridade social",4126,4654
PB,25,2515930,Sertãozinho,4892,9128,46041,"Administração, defesa, educação e saúde públicas e seguridade social",4275,5022
PB,25,2515971,Sobrado,7712,11146,86880,"Administração, defesa, educação e saúde públicas e seguridade social",3728,4014
PB,25,2516003,Solânea,26734,10013,264102,"Administração, defesa, educação e saúde públicas e seguridade social",4025,2103
PB,25,2516102,Soledade,14714,11375,170472,"Administração, defesa, educação e saúde públicas e seguridade social",3674,2846
PB,25,2516151,Sossêgo,3475,8755,31231,"Administração, defesa, educação e saúde públicas e seguridade social",4409,5424
PB,25,2516201,Sousa,68822,15606,1085479,Demais serviços,2947,710
PB,25,2516300,Sumé,16784,10300,174653,"Administração, defesa, educação e saúde públicas e seguridade social",3957,2806
PB,25,2516409,Tacima,10822,6820,74792,"Administração, defesa, educação e saúde públicas e seguridade social",5224,4276
PB,25,2516508,Taperoá,15376,8062,123151,"Administração, defesa, educação e saúde públicas e seguridade social",4678,3417
PB,25,2516607,Tavares,14568,7415,108712,"Administração, defesa, educação e saúde públicas e seguridade social",4984,3624
PB,25,2516706,Teixeira,14974,8921,135521,"Administração, defesa, educação e saúde públicas e seguridade social",4351,3260
PB,25,2516755,Tenório,3011,9168,28110,"Administração, defesa, educação e saúde públicas e seguridade social",4260,5470
PB,25,2516805,Triunfo,9447,7879,74711,"Administração, defesa, educação e saúde públicas e seguridade social",4756,4280
PB,25,2516904,Uiraúna,15228,10591,162912,"Administração, defesa, educação e saúde públicas e seguridade social",3874,2919
PB,25,2517001,Umbuzeiro,9889,7321,72568,"Administração, defesa, educação e saúde públicas e seguridade social",5026,4322
PB,25,2517100,Várzea,2747,10537,29715,"Administração, defesa, educação e saúde públicas e seguridade social",3889,5452
PB,25,2517209,Vieirópolis,5295,7726,41396,"Administração, defesa, educação e saúde públicas e seguridade social",4826,5159
PB,25,2505501,Vista Serrana,3744,8716,33191,"Administração, defesa, educação e saúde públicas e seguridade social",4428,5369
PB,25,2517407,Zabelê,2208,9983,22411,"Administração, defesa, educação e saúde públicas e seguridade social",4036,5534
PE,26,2600054,Abreu e Lima,98602,20165,2003665,Demais serviços,2261,433
PE,26,2600104,Afogados da Ingazeira,36709,10945,405163,"Administração, defesa, educação e saúde públicas e seguridade social",3782,1552
PE,26,2600203,Afrânio,19031,8560,166154,"Administração, defesa, educação e saúde públicas e seguridade social",4493,2889
PE,26,2600302,Agrestina,24256,10074,248265,"Administração, defesa, educação e saúde públicas e seguridade social",4011,2203
PE,26,2600401,Água Preta,35698,6595,239879,"Administração, defesa, educação e saúde públicas e seguridade social",5316,2255
PE,26,2600500,Águas Belas,42566,7761,334409,"Administração, defesa, educação e saúde públicas e seguridade social",4812,1761
PE,26,2600609,Alagoinha,14341,8588,124672,"Administração, defesa, educação e saúde públicas e seguridade social",4483,3395
PE,26,2600708,Aliança,38255,8197,313660,"Administração, defesa, educação e saúde públicas e seguridade social",4627,1859
PE,26,2600807,Altinho,22876,6724,153959,"Administração, defesa, educação e saúde públicas e seguridade social",5262,3024
